date,category,amount,description
2024-05-15,food & beverages,34553,Beverage
2024-05-15,transportation,45700,Transportation expense
2024-05-15,transportation,34900,Transportation expense
2024-05-15,health,52441,Health expense
2024-05-15,transportation,20200,Transportation expense
2024-05-16,entertainment,446133,Arcade
2024-06-01,health,300000,Gym membership
2024-06-01,entertainment,453198,Shopping
2024-06-01,health,44662,Health expense
2024-06-01,utilities,82835,Water bill
2024-06-01,food & beverages,34869,Food
2024-06-02,entertainment,199627,Shopping
2024-06-02,utilities,51797,Tax
2024-06-02,utilities,71987,Water bill
2024-06-02,other,82362,Other expense
2024-06-02,food & beverages,45556,Beverage
2024-06-03,food & beverages,72855,Beverage
2024-06-03,transportation,16500,Transportation expense
2024-06-03,utilities,61973,Tax
2024-06-03,other,58589,Other expense
2024-06-03,food & beverages,71628,Beverage
2024-06-03,food & beverages,32090,Beverage
2024-06-03,transportation,48300,Transportation expense
2024-06-03,transportation,37400,Transportation expense
2024-06-03,food & beverages,30074,Beverage
2024-06-03,transportation,26100,Transportation expense
2024-06-03,transportation,32100,Transportation expense
2024-06-03,food & beverages,78341,Food
2024-06-03,utilities,80401,Tax
2024-06-04,food & beverages,50818,Beverage
2024-06-04,transportation,45500,Transportation expense
2024-06-04,other,17698,Other expense
2024-06-04,transportation,14900,Transportation expense
2024-06-04,other,97584,Other expense
2024-06-04,food & beverages,24010,Beverage
2024-06-04,health,50334,Health expense
2024-06-05,food & beverages,39458,Food
2024-06-05,food & beverages,76204,Food
2024-06-05,transportation,41700,Transportation expense
2024-06-05,utilities,20866,Electric bill
2024-06-05,transportation,37000,Transportation expense
2024-06-05,food & beverages,33005,Food
2024-06-06,food & beverages,59173,Food
2024-06-06,transportation,21700,Transportation expense
2024-06-06,food & beverages,24758,Beverage
2024-06-06,food & beverages,31542,Food
2024-06-06,utilities,72022,Internet
2024-06-06,food & beverages,45080,Food
2024-06-06,transportation,24800,Transportation expense
2024-06-06,food & beverages,20283,Food
2024-06-06,utilities,32255,Electric bill
2024-06-06,transportation,34700,Transportation expense
2024-06-06,transportation,13700,Transportation expense
2024-06-06,utilities,30837,Water bill
2024-06-06,transportation,38400,Transportation expense
2024-06-07,transportation,16200,Transportation expense
2024-06-07,health,25577,Health expense
2024-06-07,food & beverages,60369,Food
2024-06-07,health,82324,Health expense
2024-06-07,food & beverages,59854,Food
2024-06-07,other,81176,Other expense
2024-06-07,transportation,12200,Transportation expense
2024-06-07,food & beverages,16026,Food
2024-06-07,other,86943,Other expense
2024-06-07,food & beverages,68798,Food
2024-06-07,transportation,15000,Transportation expense
2024-06-07,food & beverages,52138,Food
2024-06-07,health,71007,Health expense
2024-06-07,utilities,70311,Internet
2024-06-07,utilities,30279,Water bill
2024-06-08,food & beverages,30213,Beverage
2024-06-08,health,64642,Health expense
2024-06-08,transportation,49000,Transportation expense
2024-06-08,transportation,31400,Transportation expense
2024-06-08,food & beverages,44527,Beverage
2024-06-08,transportation,33300,Transportation expense
2024-06-08,transportation,34600,Transportation expense
2024-06-08,transportation,48400,Transportation expense
2024-06-08,utilities,58715,Electric bill
2024-06-08,utilities,30752,Electric bill
2024-06-08,food & beverages,66373,Beverage
2024-06-08,transportation,35500,Transportation expense
2024-06-08,food & beverages,15340,Beverage
2024-06-09,utilities,37367,Electric bill
2024-06-09,food & beverages,51502,Food
2024-06-09,transportation,36700,Transportation expense
2024-06-09,food & beverages,51321,Beverage
2024-06-09,food & beverages,36261,Food
2024-06-09,health,21617,Health expense
2024-06-09,food & beverages,20550,Beverage
2024-06-09,utilities,94967,Water bill
2024-06-09,transportation,35000,Transportation expense
2024-06-10,entertainment,257879,Cinema
2024-06-10,transportation,14100,Transportation expense
2024-06-10,food & beverages,34644,Beverage
2024-06-10,transportation,15000,Transportation expense
2024-06-10,food & beverages,62244,Food
2024-06-10,transportation,48900,Transportation expense
2024-06-10,transportation,40000,Transportation expense
2024-06-11,entertainment,103548,Arcade
2024-06-11,food & beverages,67695,Food
2024-06-11,health,77700,Health expense
2024-06-11,food & beverages,71328,Food
2024-06-11,utilities,59378,Water bill
2024-06-11,food & beverages,28163,Food
2024-06-12,other,51830,Other expense
2024-06-12,food & beverages,47178,Food
2024-06-12,other,41775,Other expense
2024-06-12,food & beverages,66502,Beverage
2024-06-12,transportation,17500,Transportation expense
2024-06-12,other,36188,Other expense
2024-06-12,transportation,45800,Transportation expense
2024-06-12,food & beverages,16763,Food
2024-06-12,other,70505,Other expense
2024-06-12,other,37479,Other expense
2024-06-12,transportation,29100,Transportation expense
2024-06-12,health,29064,Health expense
2024-06-13,food & beverages,31559,Beverage
2024-06-13,utilities,69412,Tax
2024-06-13,food & beverages,46407,Food
2024-06-13,transportation,45000,Transportation expense
2024-06-13,transportation,37400,Transportation expense
2024-06-13,transportation,33600,Transportation expense
2024-06-13,utilities,34335,Electric bill
2024-06-13,utilities,41802,Internet
2024-06-13,utilities,93822,Electric bill
2024-06-13,other,98797,Other expense
2024-06-13,utilities,76420,Internet
2024-06-14,entertainment,235653,Karaoke
2024-06-14,transportation,44000,Transportation expense
2024-06-14,transportation,47700,Transportation expense
2024-06-14,food & beverages,45347,Beverage
2024-06-14,utilities,65215,Water bill
2024-06-14,other,73277,Other expense
2024-06-15,entertainment,145012,Shopping
2024-06-15,health,115702,Health expense
2024-06-15,food & beverages,44840,Beverage
2024-06-15,utilities,65652,Tax
2024-06-15,transportation,38700,Transportation expense
2024-06-15,utilities,61800,Tax
2024-06-16,utilities,22960,Electric bill
2024-06-16,health,104930,Health expense
2024-06-16,food & beverages,75943,Food
2024-06-16,other,41970,Other expense
2024-06-16,transportation,46200,Transportation expense
2024-06-16,food & beverages,77813,Food
2024-06-17,entertainment,312361,Karaoke
2024-07-01,health,300000,Gym membership
2024-07-01,other,76248,Other expense
2024-07-01,utilities,84451,Tax
2024-07-01,transportation,39100,Transportation expense
2024-07-01,transportation,15400,Transportation expense
2024-07-01,transportation,24500,Transportation expense
2024-07-01,food & beverages,50232,Beverage
2024-07-01,food & beverages,52070,Food
2024-07-02,food & beverages,65797,Beverage
2024-07-02,transportation,34000,Transportation expense
2024-07-02,transportation,12700,Transportation expense
2024-07-02,utilities,91611,Tax
2024-07-02,food & beverages,63233,Food
2024-07-02,health,118480,Health expense
2024-07-02,food & beverages,17112,Food
2024-07-02,transportation,32800,Transportation expense
2024-07-02,health,31401,Health expense
2024-07-02,transportation,17700,Transportation expense
2024-07-02,utilities,47509,Water bill
2024-07-02,utilities,99988,Internet
2024-07-03,transportation,23500,Transportation expense
2024-07-03,utilities,94720,Electric bill
2024-07-03,food & beverages,50308,Beverage
2024-07-03,food & beverages,34178,Food
2024-07-03,food & beverages,71230,Beverage
2024-07-03,transportation,16200,Transportation expense
2024-07-03,food & beverages,41974,Food
2024-07-03,other,46349,Other expense
2024-07-03,health,36631,Health expense
2024-07-03,utilities,52725,Water bill
2024-07-03,food & beverages,31223,Beverage
2024-07-03,utilities,84154,Tax
2024-07-03,food & beverages,56144,Food
2024-07-03,transportation,39600,Transportation expense
2024-07-03,food & beverages,65389,Food
2024-07-04,utilities,79597,Internet
2024-07-04,other,52898,Other expense
2024-07-04,transportation,16100,Transportation expense
2024-07-04,utilities,66952,Tax
2024-07-04,health,90048,Health expense
2024-07-04,transportation,38200,Transportation expense
2024-07-05,food & beverages,50868,Beverage
2024-07-05,transportation,47100,Transportation expense
2024-07-05,health,65054,Health expense
2024-07-05,health,119910,Health expense
2024-07-05,food & beverages,66372,Beverage
2024-07-05,health,22134,Health expense
2024-07-05,food & beverages,43920,Food
2024-07-05,transportation,38000,Transportation expense
2024-07-06,other,95196,Other expense
2024-07-06,food & beverages,72448,Food
2024-07-06,food & beverages,31409,Food
2024-07-06,food & beverages,57527,Food
2024-07-06,food & beverages,35021,Beverage
2024-07-06,utilities,76260,Water bill
2024-07-06,utilities,20142,Electric bill
2024-07-06,food & beverages,53907,Beverage
2024-07-07,transportation,10500,Transportation expense
2024-07-07,utilities,75353,Electric bill
2024-07-07,utilities,29283,Tax
2024-07-07,food & beverages,67819,Beverage
2024-07-07,food & beverages,72736,Beverage
2024-07-07,food & beverages,68304,Beverage
2024-07-07,utilities,38724,Water bill
2024-07-07,food & beverages,54997,Food
2024-07-08,entertainment,284123,Karaoke
2024-07-08,transportation,19900,Transportation expense
2024-07-08,other,90750,Other expense
2024-07-08,utilities,31362,Water bill
2024-07-08,health,38351,Health expense
2024-07-08,utilities,66076,Tax
2024-07-08,other,51222,Other expense
2024-07-08,utilities,56302,Water bill
2024-07-08,utilities,92534,Water bill
2024-07-08,transportation,49800,Transportation expense
2024-07-08,food & beverages,16757,Food
2024-07-08,health,106298,Health expense
2024-07-08,health,46928,Health expense
2024-07-08,transportation,43400,Transportation expense
2024-07-08,food & beverages,57347,Beverage
2024-07-09,utilities,84865,Water bill
2024-07-09,transportation,25800,Transportation expense
2024-07-09,transportation,48900,Transportation expense
2024-07-09,food & beverages,15790,Food
2024-07-09,other,51480,Other expense
2024-07-10,health,75163,Health expense
2024-07-10,transportation,21300,Transportation expense
2024-07-10,utilities,22187,Electric bill
2024-07-10,transportation,10900,Transportation expense
2024-07-10,food & beverages,18962,Beverage
2024-07-10,other,62163,Other expense
2024-07-10,transportation,42800,Transportation expense
2024-07-11,transportation,45200,Transportation expense
2024-07-11,transportation,20000,Transportation expense
2024-07-11,food & beverages,48508,Beverage
2024-07-11,other,30365,Other expense
2024-07-11,transportation,35600,Transportation expense
2024-07-11,transportation,14300,Transportation expense
2024-07-11,food & beverages,77483,Food
2024-07-11,health,27589,Health expense
2024-07-11,food & beverages,22601,Food
2024-07-11,transportation,49900,Transportation expense
2024-07-11,food & beverages,58126,Food
2024-07-12,entertainment,471143,Karaoke
2024-07-12,utilities,85065,Water bill
2024-07-12,other,78551,Other expense
2024-07-12,transportation,27000,Transportation expense
2024-07-12,food & beverages,66191,Beverage
2024-07-12,health,116067,Health expense
2024-07-12,health,23847,Health expense
2024-07-13,food & beverages,61682,Beverage
2024-07-13,other,92251,Other expense
2024-07-13,food & beverages,38601,Food
2024-07-13,food & beverages,25936,Food
2024-07-13,transportation,26700,Transportation expense
2024-07-13,utilities,49937,Electric bill
2024-07-13,utilities,25772,Electric bill
2024-07-13,health,21610,Health expense
2024-07-13,food & beverages,40098,Food
2024-07-13,other,33456,Other expense
2024-07-14,other,95944,Other expense
2024-07-14,transportation,31100,Transportation expense
2024-07-14,food & beverages,35967,Food
2024-07-14,food & beverages,39432,Beverage
2024-07-14,food & beverages,18451,Food
2024-07-15,entertainment,370414,Shopping
2024-07-15,other,19034,Other expense
2024-07-15,health,57002,Health expense
2024-07-15,utilities,62899,Internet
2024-07-15,food & beverages,39177,Food
2024-07-15,food & beverages,34917,Food
2024-07-15,utilities,80807,Water bill
2024-07-16,transportation,22800,Transportation expense
2024-07-19,entertainment,377775,Karaoke
2024-08-01,health,300000,Gym membership
2024-08-01,entertainment,256678,Cinema
2024-08-01,health,42789,Health expense
2024-08-01,food & beverages,44635,Food
2024-08-01,transportation,46100,Transportation expense
2024-08-01,food & beverages,67684,Food
2024-08-01,utilities,21567,Electric bill
2024-08-01,food & beverages,29567,Food
2024-08-01,food & beverages,39395,Food
2024-08-01,utilities,96326,Electric bill
2024-08-01,transportation,14900,Transportation expense
2024-08-01,food & beverages,74145,Beverage
2024-08-01,utilities,32055,Water bill
2024-08-02,entertainment,341694,Shopping
2024-08-02,food & beverages,68849,Food
2024-08-02,utilities,23864,Tax
2024-08-02,transportation,38000,Transportation expense
2024-08-02,food & beverages,27265,Beverage
2024-08-02,food & beverages,24740,Food
2024-08-02,food & beverages,31107,Food
2024-08-02,utilities,74000,Tax
2024-08-02,health,82787,Health expense
2024-08-02,food & beverages,23993,Beverage
2024-08-03,entertainment,375678,Karaoke
2024-08-03,transportation,45600,Transportation expense
2024-08-03,utilities,67069,Tax
2024-08-03,transportation,41800,Transportation expense
2024-08-03,food & beverages,36076,Food
2024-08-03,transportation,21800,Transportation expense
2024-08-03,food & beverages,16920,Food
2024-08-03,health,56822,Health expense
2024-08-03,food & beverages,49696,Food
2024-08-03,food & beverages,30254,Food
2024-08-03,other,23124,Other expense
2024-08-04,food & beverages,75113,Food
2024-08-04,utilities,95457,Water bill
2024-08-04,health,70911,Health expense
2024-08-04,food & beverages,70392,Food
2024-08-04,food & beverages,35840,Beverage
2024-08-04,utilities,97537,Internet
2024-08-04,food & beverages,77099,Food
2024-08-04,transportation,19300,Transportation expense
2024-08-05,health,84517,Health expense
2024-08-05,transportation,21500,Transportation expense
2024-08-05,transportation,15900,Transportation expense
2024-08-05,food & beverages,16306,Food
2024-08-05,transportation,10000,Transportation expense
2024-08-05,food & beverages,67851,Food
2024-08-05,food & beverages,75213,Food
2024-08-05,utilities,27806,Internet
2024-08-05,food & beverages,75111,Food
2024-08-05,food & beverages,49491,Beverage
2024-08-05,health,29506,Health expense
2024-08-05,transportation,35900,Transportation expense
2024-08-05,transportation,32100,Transportation expense
2024-08-05,food & beverages,25322,Beverage
2024-08-06,other,95089,Other expense
2024-08-06,food & beverages,51829,Food
2024-08-06,utilities,49260,Internet
2024-08-06,utilities,69595,Water bill
2024-08-06,food & beverages,23345,Food
2024-08-06,food & beverages,61006,Beverage
2024-08-06,other,61327,Other expense
2024-08-06,health,94381,Health expense
2024-08-06,food & beverages,75361,Food
2024-08-06,utilities,94127,Water bill
2024-08-06,food & beverages,36703,Food
2024-08-07,entertainment,267519,Karaoke
2024-08-07,transportation,15800,Transportation expense
2024-08-07,health,107821,Health expense
2024-08-07,utilities,78540,Internet
2024-08-07,food & beverages,60427,Beverage
2024-08-07,food & beverages,22080,Beverage
2024-08-08,entertainment,329753,Arcade
2024-08-08,other,64266,Other expense
2024-08-08,transportation,34800,Transportation expense
2024-08-08,food & beverages,69316,Beverage
2024-08-08,transportation,47900,Transportation expense
2024-08-09,food & beverages,67376,Food
2024-08-09,health,58654,Health expense
2024-08-09,food & beverages,21863,Beverage
2024-08-09,food & beverages,39606,Beverage
2024-08-09,food & beverages,76724,Beverage
2024-08-09,health,32203,Health expense
2024-08-09,food & beverages,73538,Food
2024-08-09,transportation,12000,Transportation expense
2024-08-09,transportation,20800,Transportation expense
2024-08-09,transportation,38500,Transportation expense
2024-08-09,food & beverages,28470,Beverage
2024-08-09,other,63645,Other expense
2024-08-09,utilities,56899,Internet
2024-08-09,food & beverages,40749,Beverage
2024-08-09,transportation,42200,Transportation expense
2024-08-10,entertainment,102000,Arcade
2024-08-10,food & beverages,55965,Food
2024-08-10,transportation,23100,Transportation expense
2024-08-10,food & beverages,56824,Beverage
2024-08-10,food & beverages,70297,Beverage
2024-08-10,food & beverages,45863,Food
2024-08-10,transportation,27400,Transportation expense
2024-08-11,transportation,34300,Transportation expense
2024-08-11,health,68418,Health expense
2024-08-11,food & beverages,43818,Beverage
2024-08-11,transportation,24800,Transportation expense
2024-08-11,health,93956,Health expense
2024-08-11,food & beverages,58743,Food
2024-08-12,entertainment,280245,Arcade
2024-08-12,other,87296,Other expense
2024-08-12,food & beverages,40369,Beverage
2024-08-12,health,74870,Health expense
2024-08-12,other,72236,Other expense
2024-08-12,transportation,25400,Transportation expense
2024-08-13,entertainment,306991,Shopping
2024-08-13,transportation,43900,Transportation expense
2024-08-13,utilities,35765,Water bill
2024-08-13,other,68856,Other expense
2024-08-13,food & beverages,78711,Food
2024-08-13,food & beverages,17796,Beverage
2024-08-13,transportation,38500,Transportation expense
2024-08-13,food & beverages,24691,Food
2024-08-13,health,53801,Health expense
2024-08-13,food & beverages,67910,Food
2024-08-13,food & beverages,41041,Beverage
2024-08-13,transportation,28100,Transportation expense
2024-08-14,health,111804,Health expense
2024-08-14,transportation,44200,Transportation expense
2024-08-14,utilities,74321,Electric bill
2024-08-14,food & beverages,53186,Food
2024-08-14,utilities,33845,Electric bill
2024-08-14,transportation,16600,Transportation expense
2024-08-14,utilities,73856,Internet
2024-08-14,food & beverages,52488,Food
2024-08-14,transportation,12500,Transportation expense
2024-08-14,food & beverages,55517,Food
2024-08-14,transportation,36300,Transportation expense
2024-08-14,food & beverages,36724,Food
2024-08-14,utilities,82287,Electric bill
2024-08-15,food & beverages,34861,Food
2024-08-15,food & beverages,71245,Food
2024-08-15,utilities,49878,Electric bill
2024-08-15,food & beverages,44039,Food
2024-08-15,utilities,55313,Internet
2024-08-15,utilities,44633,Electric bill
2024-08-15,transportation,36700,Transportation expense
2024-08-15,utilities,27367,Internet
2024-08-15,transportation,20400,Transportation expense
2024-08-16,transportation,18900,Transportation expense
2024-08-16,utilities,42772,Electric bill
2024-08-16,food & beverages,69852,Food
2024-08-16,food & beverages,18313,Beverage
2024-08-16,other,36097,Other expense
2024-08-16,food & beverages,48103,Food
2024-08-17,food & beverages,39409,Beverage
2024-08-17,transportation,39200,Transportation expense
2024-08-17,food & beverages,53461,Food
2024-08-17,transportation,32600,Transportation expense
2024-08-17,food & beverages,64083,Food
2024-08-17,health,31847,Health expense
2024-08-17,food & beverages,25676,Beverage
2024-08-17,health,48091,Health expense
2024-08-17,health,104853,Health expense
2024-08-17,food & beverages,57702,Beverage
2024-08-17,transportation,11300,Transportation expense
2024-08-18,entertainment,169370,Karaoke
2024-08-18,transportation,10600,Transportation expense
2024-08-18,food & beverages,76800,Food
2024-08-18,food & beverages,57122,Food
2024-08-18,food & beverages,70809,Food
2024-08-18,food & beverages,45585,Beverage
2024-08-18,food & beverages,55868,Food
2024-08-18,transportation,16700,Transportation expense
2024-08-18,food & beverages,78339,Food
2024-08-18,health,69051,Health expense
2024-08-18,transportation,48900,Transportation expense
2024-08-18,transportation,29600,Transportation expense
2024-08-18,utilities,28367,Tax
2024-08-18,food & beverages,36308,Beverage
2024-08-18,health,54229,Health expense
2024-08-19,health,59163,Health expense
2024-08-19,food & beverages,30748,Food
2024-08-19,health,98647,Health expense
2024-08-19,transportation,30900,Transportation expense
2024-08-19,utilities,85191,Electric bill
2024-08-19,other,44003,Other expense
2024-08-19,health,73031,Health expense
2024-08-19,transportation,12300,Transportation expense
2024-08-19,transportation,47500,Transportation expense
2024-08-19,utilities,49145,Internet
2024-08-19,utilities,66988,Tax
2024-08-19,transportation,21100,Transportation expense
2024-08-20,entertainment,346824,Karaoke
2024-09-01,health,300000,Gym membership
2024-09-01,transportation,38100,Transportation expense
2024-09-01,other,60242,Other expense
2024-09-01,food & beverages,62884,Food
2024-09-01,transportation,10900,Transportation expense
2024-09-01,health,119201,Health expense
2024-09-01,health,44979,Health expense
2024-09-01,food & beverages,63077,Beverage
2024-09-01,food & beverages,37567,Food
2024-09-01,food & beverages,47986,Beverage
2024-09-01,transportation,20900,Transportation expense
2024-09-01,food & beverages,77158,Beverage
2024-09-01,food & beverages,54083,Food
2024-09-01,transportation,38400,Transportation expense
2024-09-02,food & beverages,38543,Food
2024-09-02,utilities,72873,Water bill
2024-09-02,food & beverages,79545,Beverage
2024-09-02,food & beverages,53646,Food
2024-09-02,transportation,18100,Transportation expense
2024-09-02,transportation,12400,Transportation expense
2024-09-02,transportation,26800,Transportation expense
2024-09-02,utilities,97846,Electric bill
2024-09-02,other,96765,Other expense
2024-09-02,food & beverages,18161,Food
2024-09-02,utilities,78237,Tax
2024-09-02,transportation,45900,Transportation expense
2024-09-02,food & beverages,28467,Food
2024-09-02,utilities,59467,Electric bill
2024-09-02,transportation,16600,Transportation expense
2024-09-03,transportation,19000,Transportation expense
2024-09-03,transportation,16900,Transportation expense
2024-09-03,transportation,17700,Transportation expense
2024-09-03,food & beverages,47619,Food
2024-09-03,food & beverages,32235,Beverage
2024-09-03,health,46433,Health expense
2024-09-03,food & beverages,25510,Food
2024-09-03,food & beverages,28611,Food
2024-09-03,utilities,63332,Tax
2024-09-03,food & beverages,20832,Beverage
2024-09-03,health,95255,Health expense
2024-09-03,utilities,31807,Water bill
2024-09-03,utilities,33276,Electric bill
2024-09-03,health,104454,Health expense
2024-09-03,food & beverages,34400,Food
2024-09-04,food & beverages,17585,Beverage
2024-09-04,health,67214,Health expense
2024-09-04,utilities,75836,Internet
2024-09-04,utilities,26014,Electric bill
2024-09-04,food & beverages,57414,Beverage
2024-09-04,food & beverages,43686,Beverage
2024-09-04,other,45167,Other expense
2024-09-04,health,32183,Health expense
2024-09-04,transportation,32500,Transportation expense
2024-09-05,entertainment,309846,Arcade
2024-09-05,food & beverages,70749,Beverage
2024-09-05,transportation,37600,Transportation expense
2024-09-05,utilities,34818,Water bill
2024-09-05,food & beverages,79328,Food
2024-09-05,other,30892,Other expense
2024-09-05,food & beverages,46632,Food
2024-09-06,food & beverages,38501,Beverage
2024-09-06,transportation,18600,Transportation expense
2024-09-06,transportation,42000,Transportation expense
2024-09-06,food & beverages,18012,Food
2024-09-06,food & beverages,15810,Food
2024-09-06,utilities,64341,Water bill
2024-09-06,transportation,16200,Transportation expense
2024-09-06,transportation,26300,Transportation expense
2024-09-06,transportation,35200,Transportation expense
2024-09-06,food & beverages,73462,Food
2024-09-06,other,17152,Other expense
2024-09-06,food & beverages,48132,Food
2024-09-06,health,84990,Health expense
2024-09-06,health,29812,Health expense
2024-09-07,food & beverages,48222,Beverage
2024-09-07,food & beverages,41429,Food
2024-09-07,utilities,80174,Electric bill
2024-09-07,transportation,47600,Transportation expense
2024-09-07,transportation,42700,Transportation expense
2024-09-07,transportation,17800,Transportation expense
2024-09-07,other,95638,Other expense
2024-09-07,food & beverages,17348,Food
2024-09-07,transportation,10000,Transportation expense
2024-09-07,health,99194,Health expense
2024-09-07,other,93563,Other expense
2024-09-07,food & beverages,28556,Food
2024-09-08,other,57624,Other expense
2024-09-08,health,49218,Health expense
2024-09-08,health,63512,Health expense
2024-09-08,transportation,49300,Transportation expense
2024-09-08,transportation,33800,Transportation expense
2024-09-08,utilities,32771,Electric bill
2024-09-08,utilities,20287,Water bill
2024-09-08,food & beverages,78205,Food
2024-09-08,utilities,33935,Internet
2024-09-08,food & beverages,24204,Beverage
2024-09-08,health,117322,Health expense
2024-09-08,utilities,53330,Electric bill
2024-09-08,transportation,22300,Transportation expense
2024-09-08,food & beverages,29128,Food
2024-09-08,transportation,22500,Transportation expense
2024-09-09,entertainment,317301,Shopping
2024-09-09,other,98098,Other expense
2024-09-09,transportation,39500,Transportation expense
2024-09-09,transportation,48600,Transportation expense
2024-09-09,other,27647,Other expense
2024-09-09,other,10568,Other expense
2024-09-09,transportation,13200,Transportation expense
2024-09-09,transportation,38400,Transportation expense
2024-09-09,health,83298,Health expense
2024-09-09,other,33226,Other expense
2024-09-10,entertainment,167309,Shopping
2024-09-10,transportation,49400,Transportation expense
2024-09-10,transportation,31100,Transportation expense
2024-09-10,transportation,35200,Transportation expense
2024-09-10,transportation,49900,Transportation expense
2024-09-10,other,42537,Other expense
2024-09-10,food & beverages,78602,Food
2024-09-10,food & beverages,24055,Food
2024-09-10,transportation,43600,Transportation expense
2024-09-10,food & beverages,71407,Food
2024-09-10,food & beverages,51279,Food
2024-09-10,transportation,23200,Transportation expense
2024-09-10,food & beverages,59997,Food
2024-09-10,food & beverages,79312,Food
2024-09-11,food & beverages,56738,Food
2024-09-11,food & beverages,38084,Beverage
2024-09-11,transportation,48200,Transportation expense
2024-09-11,transportation,37400,Transportation expense
2024-09-11,utilities,75363,Internet
2024-09-11,utilities,23312,Electric bill
2024-09-11,transportation,13500,Transportation expense
2024-09-11,utilities,54993,Water bill
2024-09-11,utilities,57567,Water bill
2024-09-11,utilities,28130,Water bill
2024-09-11,utilities,46738,Internet
2024-09-11,utilities,67013,Electric bill
2024-09-11,utilities,93647,Electric bill
2024-09-11,health,117309,Health expense
2024-09-11,utilities,51142,Tax
2024-09-12,utilities,26157,Internet
2024-09-12,other,60797,Other expense
2024-09-12,transportation,30500,Transportation expense
2024-09-12,other,17051,Other expense
2024-09-12,food & beverages,55669,Beverage
2024-09-14,food & beverages,27681,Food
2024-09-15,entertainment,191118,Shopping
2024-10-01,health,300000,Gym membership
2024-10-01,entertainment,382053,Shopping
2024-10-01,transportation,23800,Transportation expense
2024-10-01,utilities,75601,Water bill
2024-10-01,health,46945,Health expense
2024-10-01,transportation,38500,Transportation expense
2024-10-02,food & beverages,16556,Food
2024-10-02,transportation,31700,Transportation expense
2024-10-02,food & beverages,26664,Beverage
2024-10-02,utilities,95361,Electric bill
2024-10-02,health,53901,Health expense
2024-10-02,transportation,39600,Transportation expense
2024-10-02,transportation,38400,Transportation expense
2024-10-02,food & beverages,22753,Beverage
2024-10-02,transportation,14100,Transportation expense
2024-10-02,utilities,29514,Electric bill
2024-10-02,food & beverages,33994,Food
2024-10-02,utilities,99503,Internet
2024-10-02,food & beverages,43683,Food
2024-10-02,transportation,12000,Transportation expense
2024-10-02,transportation,45000,Transportation expense
2024-10-03,entertainment,304992,Cinema
2024-10-03,other,28884,Other expense
2024-10-03,food & beverages,78266,Food
2024-10-03,utilities,21461,Internet
2024-10-03,transportation,46400,Transportation expense
2024-10-03,food & beverages,52533,Beverage
2024-10-03,transportation,45200,Transportation expense
2024-10-03,transportation,15600,Transportation expense
2024-10-04,entertainment,488723,Cinema
2024-10-04,food & beverages,70801,Food
2024-10-04,transportation,20500,Transportation expense
2024-10-04,food & beverages,31563,Food
2024-10-04,food & beverages,67406,Beverage
2024-10-04,transportation,13600,Transportation expense
2024-10-04,health,91939,Health expense
2024-10-04,transportation,46000,Transportation expense
2024-10-04,food & beverages,31429,Food
2024-10-05,entertainment,404399,Arcade
2024-10-05,other,56810,Other expense
2024-10-05,food & beverages,21556,Food
2024-10-05,food & beverages,27681,Beverage
2024-10-05,food & beverages,55392,Food
2024-10-05,utilities,94128,Water bill
2024-10-06,food & beverages,15316,Food
2024-10-06,food & beverages,61674,Food
2024-10-06,utilities,56264,Tax
2024-10-06,health,37603,Health expense
2024-10-06,utilities,82908,Internet
2024-10-06,transportation,33500,Transportation expense
2024-10-06,utilities,92308,Tax
2024-10-06,food & beverages,20372,Food
2024-10-06,health,38350,Health expense
2024-10-06,health,45746,Health expense
2024-10-06,food & beverages,20011,Food
2024-10-06,utilities,86476,Electric bill
2024-10-06,transportation,48100,Transportation expense
2024-10-06,transportation,48700,Transportation expense
2024-10-07,transportation,45600,Transportation expense
2024-10-07,health,90736,Health expense
2024-10-07,transportation,19700,Transportation expense
2024-10-07,transportation,24600,Transportation expense
2024-10-07,health,97280,Health expense
2024-10-07,utilities,37548,Internet
2024-10-07,transportation,43400,Transportation expense
2024-10-07,food & beverages,15694,Beverage
2024-10-08,entertainment,421931,Karaoke
2024-10-08,utilities,78487,Water bill
2024-10-08,food & beverages,52081,Food
2024-10-08,utilities,83373,Water bill
2024-10-08,other,15297,Other expense
2024-10-08,food & beverages,19119,Food
2024-10-08,food & beverages,58816,Beverage
2024-10-08,food & beverages,38674,Food
2024-10-08,transportation,39800,Transportation expense
2024-10-08,health,25230,Health expense
2024-10-08,other,52476,Other expense
2024-10-08,food & beverages,56521,Food
2024-10-08,health,117243,Health expense
2024-10-08,food & beverages,26393,Food
2024-10-08,transportation,34800,Transportation expense
2024-10-09,health,30202,Health expense
2024-10-09,transportation,34700,Transportation expense
2024-10-09,other,39215,Other expense
2024-10-09,transportation,33100,Transportation expense
2024-10-09,utilities,83813,Internet
2024-10-09,utilities,85776,Electric bill
2024-10-09,health,77658,Health expense
2024-10-09,food & beverages,57170,Beverage
2024-10-09,food & beverages,25312,Beverage
2024-10-09,food & beverages,22754,Food
2024-10-10,entertainment,273132,Shopping
2024-10-10,transportation,41400,Transportation expense
2024-10-10,transportation,48700,Transportation expense
2024-10-10,food & beverages,16471,Food
2024-10-10,food & beverages,53820,Beverage
2024-10-10,food & beverages,17568,Food
2024-10-10,health,39249,Health expense
2024-10-10,food & beverages,26798,Beverage
2024-10-10,transportation,36600,Transportation expense
